goal,a,b,label,edge_type,source,system_tag
sleep on the back porch,turn on nightlight,find pillows and blankets,0,reversed,reversed_edge,three_way_probe
go to the library downtown,put on shoes and clothing,check the bus schedule online,2,truly_parallel,proscript,three_way_probe
learn to whistle,Apply chapstick to dry lips,Watch videos online about whistling,0,reversed,reversed_edge,three_way_probe
do well on the upcoming test,Study the topic until understanding comes,Do research on the topic,0,reversed,reversed_edge,three_way_probe
get a cheeseburger,stand in line,order a cheeseburger,1,confirmed,confirmed_edge,three_way_probe
buy a purple blouse,drive to the store,find the purple blouse,1,confirmed,confirmed_edge,three_way_probe
learn how to play the guitar,watch video lessons,Buy a guitar,0,reversed,reversed_edge,three_way_probe
buy a new bike,walk into the bike shop.,look for a bike that meets needs.,1,confirmed,confirmed_edge,three_way_probe
learn to ride a bike,buy a bike,drive to store,0,reversed,reversed_edge,three_way_probe
learn how to make candy,begin making candy,secure the necessary ingredients,0,reversed,reversed_edge,three_way_probe
throw the best Halloween party,place a lighted jack-o-lantern on the porch,print out invitations on festive paper,2,truly_parallel,proscript,three_way_probe
replace a closet door,Remove old door,Gather tools needed,0,reversed,reversed_edge,three_way_probe
wake up for school,snooze alarm and roll over,burrow under warm blankets,1,confirmed,confirmed_edge,three_way_probe
buy a skeleton,locate the skeletons.,select a skeleton,1,confirmed,confirmed_edge,three_way_probe
knit a sweater,Drive the materials home,Start knitting a sweater,1,confirmed,confirmed_edge,three_way_probe
go pick up groceries for dinner,make a list of grocery items,get in car and go to store,1,confirmed,confirmed_edge,three_way_probe
play pro basketball,Work on basketball shots,Train up endurance,2,truly_parallel,proscript,three_way_probe
go fishing anymore,Find a body of water nearby,Wait for a nice day to go fishing,2,truly_parallel,proscript,three_way_probe
participate in a chess tournament,go to the chair when name is called,find a spot to wait until turn,0,reversed,reversed_edge,three_way_probe
give up chocolate for Lent,Talk with the priest.,Announce the intention of giving up chocolate for lent.,0,reversed,reversed_edge,three_way_probe
return a pair of pants to the store,walk to the store where the pants came from,stand in line at the register,1,confirmed,confirmed_edge,three_way_probe
go to the local water park,Search online for local water park,Put on swim suit,2,truly_parallel,proscript,three_way_probe
plant seeds after the winter,get a shovel,go into the shed,0,reversed,reversed_edge,three_way_probe
decided on a college soon,Prepare a college resume.,Mail resume to colleges.,1,confirmed,confirmed_edge,three_way_probe
bake some chocolate cookies,find a large mixing spoon,put all ingredients into bowl and mix,1,confirmed,confirmed_edge,three_way_probe
do stand-up at an open mic night,find an open mic night,learn a stand up routine,0,reversed,reversed_edge,three_way_probe
pry open a frozen car door,Hit ice with crow bar,Obtain a crowbar,0,reversed,reversed_edge,three_way_probe
start a Babysitters Club like in the books,print out bright colored flyers,call friends together with invitations,2,truly_parallel,proscript,three_way_probe
go on a scavenger hunt,Note the time and dates.,Drive to the location.,1,confirmed,confirmed_edge,three_way_probe
join the military,drive to enrollment center,look up enrollment centers,0,reversed,reversed_edge,three_way_probe
get out of town this past weekend,put gasoline in car,pack a bag of clothes,2,truly_parallel,proscript,three_way_probe
start a Babysitters Club like in the books,call friends together with invitations,print out bright colored flyers,2,truly_parallel,proscript,three_way_probe
go to the park,Lock the door.,Grab car keys.,0,reversed,reversed_edge,three_way_probe
learn how to speak Spanish,go to Duolingo,go to internet,0,reversed,reversed_edge,three_way_probe
go on vacation after studying hard in college,look at hotel prices,go online and look at flights,2,truly_parallel,proscript,three_way_probe
start a Notary business,find a property to locate the business in,get financing from a bank,2,truly_parallel,proscript,three_way_probe
go to the library downtown,check the bus schedule online,check the library's hours online,2,truly_parallel,proscript,three_way_probe
write a book,Prepare the work space.,Pick the topic to write about.,2,truly_parallel,proscript,three_way_probe
adopt a puppy,go to shelter,browse the dogs for adoption,1,confirmed,confirmed_edge,three_way_probe
cook something good,Head back home,Start following the recipe,1,confirmed,confirmed_edge,three_way_probe
drink only fresh milk,walk toward kitchen cabinet,walk toward refrigerator,2,truly_parallel,proscript,three_way_probe
join the basketball team,Turn up at tryout,Practice skill by performing,0,reversed,reversed_edge,three_way_probe
rent a cabin,research places to rent a cabin,fill out rental form,1,confirmed,confirmed_edge,three_way_probe
try a new diet,Follow new diet through week.,Prepare weekly meals that follow diet plan.,0,reversed,reversed_edge,three_way_probe
get across town to the store,find socks and shoes,put on right sock,1,confirmed,confirmed_edge,three_way_probe
sing songs for a living,get accepted to music school,go to college for music,1,confirmed,confirmed_edge,three_way_probe
play basketball throughout high school,play in the basketball games,practice at home,0,reversed,reversed_edge,three_way_probe
buy a denim jacket,pick out the best denim jacket,shop for denim jackets,0,reversed,reversed_edge,three_way_probe
start a butterfly garden,Receive garden items in mail.,Plant flowers and assemble other garden components.,1,confirmed,confirmed_edge,three_way_probe
get more involved,join a group of other parents,make time to eat together,2,truly_parallel,proscript,three_way_probe
make people happy,research things to do,make plans for the person,1,confirmed,confirmed_edge,three_way_probe
write a book,Create the main characters.,Pick the topic to write about.,0,reversed,reversed_edge,three_way_probe
know why religion was so controversial,talk to local authorities on the matter,use the internet to research,2,truly_parallel,proscript,three_way_probe
get away for a weekend,Experience travel location.,Check in local hotel.,0,reversed,reversed_edge,three_way_probe
play the piano,sit down at the piano,set up the sheet music,2,truly_parallel,proscript,three_way_probe
go to college,Decide which college to attend.,Fill out and submit college applications.,0,reversed,reversed_edge,three_way_probe
win the lottery,go home to wait for drawing,pick numbers for the ticket,0,reversed,reversed_edge,three_way_probe
start Varsity football,play on the regular teams,practice football at home,2,truly_parallel,proscript,three_way_probe
leave the house,Put on shoes,Check the mirror,2,truly_parallel,proscript,three_way_probe
sing songs for a living,record an album,start a band,0,reversed,reversed_edge,three_way_probe
throw the best Halloween party,purchase assorted scary decorations,place a lighted jack-o-lantern on the porch,2,truly_parallel,proscript,three_way_probe
start a comic book,Write an outline for the story,Write the story and dialog,1,confirmed,confirmed_edge,three_way_probe
get out of the house,unlock top lock,Find nearest exit,0,reversed,reversed_edge,three_way_probe
go to the library downtown,check the library's hours online,put on shoes and clothing,2,truly_parallel,proscript,three_way_probe
go school clothes shopping,ask mom to go clothes shopping,drive with mom to the mall,1,confirmed,confirmed_edge,three_way_probe
give up chocolate for Lent,Make a pact with family to stick to the plan.,Pray and abstain from chocolate,2,truly_parallel,proscript,three_way_probe
buy some ice cream,wait in the line,make an order,1,confirmed,confirmed_edge,three_way_probe
play video games,Find interesting games online with matching interests.,Search the Internet for good games.,2,truly_parallel,proscript,three_way_probe
rent a movie for the evening,decide on a movie to watch,drive to a red box,1,confirmed,confirmed_edge,three_way_probe
try fusion cuisine,Wait for the food to come,Order fusion cuisine,0,reversed,reversed_edge,three_way_probe
buy a new doll from the store,go into the store,find a nice doll to buy,1,confirmed,confirmed_edge,three_way_probe
get new socks,exit home through front door,open front door,0,reversed,reversed_edge,three_way_probe
get a new library card,Pick out books to take home,Drive to library,0,reversed,reversed_edge,three_way_probe
throw the best Halloween party,purchase an assortment of candies,print out invitations on festive paper,2,truly_parallel,proscript,three_way_probe
live a healthier lifestyle,purchase a selection of vegetables,purchase lean white meats,2,truly_parallel,proscript,three_way_probe
buy an XBox 1,read the reviews,research the different consoles,2,truly_parallel,proscript,three_way_probe
get new socks,find accessories section,walk to the shoe store,0,reversed,reversed_edge,three_way_probe
get a six pack,attend weekly sessions with trainer,sculpt and tone body as seen fit,1,confirmed,confirmed_edge,three_way_probe
make pizza at home,pay for the ingredients,drive back home,1,confirmed,confirmed_edge,three_way_probe
know why religion was so controversial,talk to local authorities on the matter,watch movies on religion,2,truly_parallel,proscript,three_way_probe
read a book for class,Receive the book in the mail,Read the book,1,confirmed,confirmed_edge,three_way_probe
get their computers ready,Turn on each computer,Open each computer,0,reversed,reversed_edge,three_way_probe
get some lunch,Microwave the leftovers,Pull out leftovers,0,reversed,reversed_edge,three_way_probe
buy a laptop,Search the Internet for laptop deals.,Open the Internet Browser.,0,reversed,reversed_edge,three_way_probe
get to the grocery store,gather the grocery bags,drive to the grocery store,0,reversed,reversed_edge,three_way_probe
learn to play the drums,Search the internet for lessons.,Watch lessons online.,1,confirmed,confirmed_edge,three_way_probe
learn to play the drums,Go to the music store.,Buy a set of drums.,1,confirmed,confirmed_edge,three_way_probe
play video games,Set up gaming system upon arrival.,Order games and gaming system online.,0,reversed,reversed_edge,three_way_probe
join the tennis team,Find a good tennis court nearby,Find someone to play tennis with,2,truly_parallel,proscript,three_way_probe
open a checking account,order paper checks,transfer money into checking account,2,truly_parallel,proscript,three_way_probe
take up boxing so bad,Travel to gym.,Purchase needed equipment.,0,reversed,reversed_edge,three_way_probe
know why religion was so controversial,use the internet to research,talk to local authorities on the matter,2,truly_parallel,proscript,three_way_probe
knit a sweater,Purchase the materials,Drive the materials home,1,confirmed,confirmed_edge,three_way_probe
exchange a shirt for a better size,head back to the service desk,explain intention to exchange,1,confirmed,confirmed_edge,three_way_probe
have a taco night,put out ingedients,drive back home,0,reversed,reversed_edge,three_way_probe
buy a purple blouse,find a store close that has the blouse,drive to the store,1,confirmed,confirmed_edge,three_way_probe
go to the hardware store for a faucet,pick out a faucet,drive to the hardware store,0,reversed,reversed_edge,three_way_probe
learn a new language,wait for the next weekly class,practice at home,1,confirmed,confirmed_edge,three_way_probe
have a birthday party,invite people to the party,decide on a location for the party,2,truly_parallel,proscript,three_way_probe
start teaching piano lessons,read articles on the piano,buy a piano,2,truly_parallel,proscript,three_way_probe
wake up early to go fishing,Set alarm for early morning,Take a shower to sleep better,2,truly_parallel,proscript,three_way_probe
go for a drive,get gas for the car,go for a drive to the location,1,confirmed,confirmed_edge,three_way_probe
get more involved,be on the lookout for unexplained shifts in behavior,plan activities together,2,truly_parallel,proscript,three_way_probe
catch some fish for food storage for winter,Search the Internet for fishing regulations.,Get a fishing license.,1,confirmed,confirmed_edge,three_way_probe
learn to make pot pies,gather materials together,turn on the oven,2,truly_parallel,proscript,three_way_probe
catch some fish for food storage for winter,Search for nearby streams.,Buy fishing equipment.,2,truly_parallel,proscript,three_way_probe
see what life was like up north,Look for jobs up north,Get new job up north,1,confirmed,confirmed_edge,three_way_probe
learn to make pot pies,serve the potpies on a plate,take the pies out to cool,0,reversed,reversed_edge,three_way_probe
give back to the world,call different charities for info on helping out,regularly donate to charities,1,confirmed,confirmed_edge,three_way_probe
join the school marching band,Ask to join the band.,Sign a waiver and pay a fee.,1,confirmed,confirmed_edge,three_way_probe
get more involved,make time to eat together,plan activities together,2,truly_parallel,proscript,three_way_probe
learn to whistle,Ask people who know how to whistle,Apply chapstick to dry lips,1,confirmed,confirmed_edge,three_way_probe
get into gardening,Buy local seeds at store,Use tools to till the ground for seeds,1,confirmed,confirmed_edge,three_way_probe
buy an XBox 1,watch videos of gameplay,read the reviews,2,truly_parallel,proscript,three_way_probe
learn how to play the violin,buy a violin,Research violin teachers,2,truly_parallel,proscript,three_way_probe
write a comic strip about youthful imagination,write dialogue for the comic strip,color the comic strip,2,truly_parallel,proscript,three_way_probe
plant an apple tree,buy an apple tree,shop for an apple tree,0,reversed,reversed_edge,three_way_probe
pick the volume in the car,Turn on radio,Start the car,0,reversed,reversed_edge,three_way_probe
go to NYC at christmas time,look up flights,book flights to destination,1,confirmed,confirmed_edge,three_way_probe
have a nerf gun war,shoot at anyone passing by,hide behind trees and buildings,0,reversed,reversed_edge,three_way_probe
expand their business scope,research the credentials needed,find a school that offers classes,2,truly_parallel,proscript,three_way_probe
look good for a dance,Take a shower and wash hair,Put on makeup,1,confirmed,confirmed_edge,three_way_probe
spend time outside,arrive at the exit.,disengage the latch mechanism for the exit.,1,confirmed,confirmed_edge,three_way_probe
know why religion was so controversial,read news articles about religion,ask friends and family for opinions and thoughts,2,truly_parallel,proscript,three_way_probe
learn how to play the piano,call piano teacher,find piano teachers,0,reversed,reversed_edge,three_way_probe
look good for a dance,Take a shower and wash hair,Dry and style hair,1,confirmed,confirmed_edge,three_way_probe
learn to dance ballet,Buy ballet shoes and outfits online,Look for a ballet school online,0,reversed,reversed_edge,three_way_probe
start a comic book,Think of an idea for a story,Decide on a setting,2,truly_parallel,proscript,three_way_probe
build a bridge to cross a stream in a park,Transport materials to the site,Buy materials to build the bridge,0,reversed,reversed_edge,three_way_probe
watch a movie on the DVD player,walk to the living room,decide on a movie,1,confirmed,confirmed_edge,three_way_probe
learn how to bake a loaf of bread,Buy ingredients for chosen recipe.,Find a recipe in the book.,0,reversed,reversed_edge,three_way_probe
look good for a dance,Put on underwear,Put on makeup,2,truly_parallel,proscript,three_way_probe
give up chocolate for Lent,Pray and abstain from chocolate,Talk with the priest.,0,reversed,reversed_edge,three_way_probe
own a boat,Travel to a merchant who sells boats,Accumulate resources to pay for the purchase of a boat.,0,reversed,reversed_edge,three_way_probe
see a new movie that was coming out,Check movie times,Search for local movie theaters,0,reversed,reversed_edge,three_way_probe
build a giant snowman,Put the scarf around the connection between the balls,Stack a smaller ball onto a larger ball,0,reversed,reversed_edge,three_way_probe
take a cruise,Go online with a browser,Search online for cruise package deals,1,confirmed,confirmed_edge,three_way_probe
know why religion was so controversial,talk to local authorities on the matter,read books on religion,2,truly_parallel,proscript,three_way_probe
live a healthier lifestyle,purchase a selection of vegetables,throw out all the candy in the house,2,truly_parallel,proscript,three_way_probe
learn how to drive,Take the drivers test,practice with permit or with someone else,0,reversed,reversed_edge,three_way_probe
make a good impression at the upcoming dance,practice etiquette at home,go to store,2,truly_parallel,proscript,three_way_probe
join the basketball team,Practice skill by performing,Turn up at tryout,1,confirmed,confirmed_edge,three_way_probe
learn how to dunk,Research equipment to help practice,Google how to increase vertical leap,0,reversed,reversed_edge,three_way_probe
run a half-marathon,Find out when a half-marathon is happening,Research how to train for a marathon,1,confirmed,confirmed_edge,three_way_probe
make a good impression at the upcoming dance,drive to dance,put on formal clothes,0,reversed,reversed_edge,three_way_probe
go rock climbing,Sign up for climbing,Drive over to rock climbing gym,0,reversed,reversed_edge,three_way_probe
sleep on the back porch,clear out a sleeping space,find pillows and blankets,1,confirmed,confirmed_edge,three_way_probe
have a family dinner,Drive home from store,Purchase groceries for dinner,0,reversed,reversed_edge,three_way_probe
learn more about human anatomy,sit down in a chair at the table,take the book to a table,0,reversed,reversed_edge,three_way_probe
see a new movie that was coming out,Check movie times,Purchase a ticket online,1,confirmed,confirmed_edge,three_way_probe
go rock climbing,Drive over to rock climbing gym,Sign up for climbing,1,confirmed,confirmed_edge,three_way_probe
bake some cupcakes,Purchase baking supplies,Drive to the grocery store,0,reversed,reversed_edge,three_way_probe
bake some chocolate cookies,find a large mixing spoon,find a large mixing bowl,2,truly_parallel,proscript,three_way_probe
find a new job,browse sites for jobs,search for jobs sites,0,reversed,reversed_edge,three_way_probe
go to the park,Put on shoes.,Check the weather.,0,reversed,reversed_edge,three_way_probe
get into gardening,Drive to local garden center,Buy local seeds at store,1,confirmed,confirmed_edge,three_way_probe
learn how to drive,practice with permit or with someone else,Practice driving on back roads or parking lots,2,truly_parallel,proscript,three_way_probe
eat a quick dinner,take a knife out,take peanut butter out of the pantry,2,truly_parallel,proscript,three_way_probe
join the cheerleading squad,Find out what routines have to be learned,Find out when the school is having cheerleader tryouts,0,reversed,reversed_edge,three_way_probe
play with dolls,purchase the dolls,select fun dolls to play with,0,reversed,reversed_edge,three_way_probe
have a dog,Put the dog in the car,Take the dog home,1,confirmed,confirmed_edge,three_way_probe
find a part time job,Fill out applications,Upload a resume,2,truly_parallel,proscript,three_way_probe
go mountain climbing,drive to the mountains,unload the gear,1,confirmed,confirmed_edge,three_way_probe
go to school today,turn off alarm,get out of bed,2,truly_parallel,proscript,three_way_probe
make chicken curry,go to the produce department,find the spice aisle,2,truly_parallel,proscript,three_way_probe
camp on the island,Unpack the supplies,Build a tent,1,confirmed,confirmed_edge,three_way_probe
find a part time job,Upload a resume,Fill out applications,2,truly_parallel,proscript,three_way_probe
use social media,"Open, Start phone",Grab the phone,0,reversed,reversed_edge,three_way_probe
live a healthier lifestyle,purchase a selection of fruits,throw out all the candy in the house,2,truly_parallel,proscript,three_way_probe
play the drums,get drumsticks from bedroom,leave the bedroom,1,confirmed,confirmed_edge,three_way_probe
go on a cruise,wait for the departure date,pack bags and luggage needed,2,truly_parallel,proscript,three_way_probe
make some bath soap last week,buy the needed ingredients,prepare a workspace,1,confirmed,confirmed_edge,three_way_probe
live a healthier lifestyle,purchase lean white meats,start prepare healthy dishes for each meal,1,confirmed,confirmed_edge,three_way_probe
bake a delicious peach pie,drive to the grocery store,right down ingredients needed for peach pie,0,reversed,reversed_edge,three_way_probe
do over a hundred push ups,Raise on hands and knees.,Lower to the floor.,1,confirmed,confirmed_edge,three_way_probe
throw a party,gather food for party,gather party supplies,2,truly_parallel,proscript,three_way_probe
have a child,become pregnant from sleeping with person,sleep with person,0,reversed,reversed_edge,three_way_probe
learn how to play the guitar,strum the strings,Press down strings,0,reversed,reversed_edge,three_way_probe
do research about dolphins,swim with the dolphins,interview specialists about dolphins,0,reversed,reversed_edge,three_way_probe
buy some ice cream,look up options in menu,wait in the line,2,truly_parallel,proscript,three_way_probe
see who can cook better wings,Go to the market,Setting a friendly bet with wife,0,reversed,reversed_edge,three_way_probe
wake up early to go fishing,Take a shower to sleep better,Head to bed,1,confirmed,confirmed_edge,three_way_probe
try online dating,ask match on a date,respond to messages from matches,0,reversed,reversed_edge,three_way_probe
bake some chocolate chip cookies,get out the ingredients,mix the dry ingredients,1,confirmed,confirmed_edge,three_way_probe
learn how to play every instrument,Search the Internet music lessons.,Watch the lessons for every instrument.,1,confirmed,confirmed_edge,three_way_probe
eat Chinese food,Give server the order.,Travel to restaurant.,0,reversed,reversed_edge,three_way_probe
adopt a cat from the animal shelter,ask to look at the adoptable cats,greet and mingle with the cats,1,confirmed,confirmed_edge,three_way_probe
live in a castle,Review search results.,Google castle for sale.,0,reversed,reversed_edge,three_way_probe
see a rhinoceros,Purchase ticket  for entry.,Travel to zoo during open-hours.,0,reversed,reversed_edge,three_way_probe
live a healthier lifestyle,purchase a selection of fruits,purchase lean white meats,2,truly_parallel,proscript,three_way_probe
borrow a pencil from the teacher,Ask the teacher for a pencil,Wait for the teacher to bring a pencil,1,confirmed,confirmed_edge,three_way_probe
add a new product,Go to the back room,Put appropriate labels on the shelf for the new product,2,truly_parallel,proscript,three_way_probe
make pasta with fresh mushrooms,take out a cutting board and knife,drive back home with ingredients,0,reversed,reversed_edge,three_way_probe
try wearing ripped jeans,Ask where ripped jeans are,Head to store,0,reversed,reversed_edge,three_way_probe
get out of town this past weekend,pack a bag of clothes,book a hotel,2,truly_parallel,proscript,three_way_probe
learn how to dunk,Wait for the equipment to arrive,Open equipment and start practicing,1,confirmed,confirmed_edge,three_way_probe
get in better shape,tape the paper with the regime to the fridge,write down an exercise regime,0,reversed,reversed_edge,three_way_probe
make ice cream,prepare blend until thick but smooth,add yoghurt and other flavorings desired,0,reversed,reversed_edge,three_way_probe
get another book from the library,drive to library,get library card,1,confirmed,confirmed_edge,three_way_probe
buy a book,Take the change from the cashier,Take the receipt from the cashier,2,truly_parallel,proscript,three_way_probe
learn how to make rice for months,buy 10 pounds of rice,go to the store,0,reversed,reversed_edge,three_way_probe
learn to swim,go to swim class each week,join the swim class,0,reversed,reversed_edge,three_way_probe
get out of town this past weekend,start the car,get into car,0,reversed,reversed_edge,three_way_probe
participate in a chess tournament,find a spot to wait until turn,check in at the registration desk,0,reversed,reversed_edge,three_way_probe
sleep on the back porch,say goodnight to everyone,find pillows and blankets,2,truly_parallel,proscript,three_way_probe
go pick up groceries for dinner,pick out the items,get in line and pay for items,1,confirmed,confirmed_edge,three_way_probe
go to Greece,Order tickets online,Pack up suitcases,1,confirmed,confirmed_edge,three_way_probe
bake from scratch,get out pots and pans,turn on stove or oven,2,truly_parallel,proscript,three_way_probe
do research about dolphins,find local marine specialists,go to the local library,2,truly_parallel,proscript,three_way_probe
throw the best Halloween party,purchase an assortment of candies,purchase assorted scary decorations,2,truly_parallel,proscript,three_way_probe
do a load of laundry,put dirty clothes in washing machine,put laundry soap on top of clothes,1,confirmed,confirmed_edge,three_way_probe
escape from prison,Watch the guards to learn the schedule,Steal a spoon from the cafeteria,2,truly_parallel,proscript,three_way_probe
take up golfing,Drive to a local golf store.,Search online for local golf courses.,2,truly_parallel,proscript,three_way_probe
get a new keyboard,Set up the keyboard upon arrival.,Pay for the keyboard.,0,reversed,reversed_edge,three_way_probe
buy a laptop,Open the Internet Browser.,Search the Internet for laptop deals.,1,confirmed,confirmed_edge,three_way_probe
learn how to play the guitar,Get guitar out,Press down strings,1,confirmed,confirmed_edge,three_way_probe
buy some headphones,watch a video review,find out what headphones are out there,0,reversed,reversed_edge,three_way_probe
learn how to drive,Practice driving on back roads or parking lots,practice with permit or with someone else,2,truly_parallel,proscript,three_way_probe
know why religion was so controversial,watch movies on religion,read books on religion,2,truly_parallel,proscript,three_way_probe
impress a group of popular girls at school,Determine who popular girls are.,Research popular girl interests.,2,truly_parallel,proscript,three_way_probe
go to Disneyland,find parking for car,drive to city of park,0,reversed,reversed_edge,three_way_probe
give back to the world,regularly donate to charities,volunteer to get donations for social causes,2,truly_parallel,proscript,three_way_probe
rent a movie for the evening,drive back home,pay for the movie,0,reversed,reversed_edge,three_way_probe
check out the ice cream shop nearby,walk out to car.,get in car.,1,confirmed,confirmed_edge,three_way_probe
have a pet frog,Get ready to go out,Drive to the pet store,1,confirmed,confirmed_edge,three_way_probe
give back to the world,regularly donate to charities,volunteer for eco friendly organizations,2,truly_parallel,proscript,three_way_probe
join the cheerleading squad,Add additional moves to impress the coach,Practice those routines over and over again,0,reversed,reversed_edge,three_way_probe
start to eat healthy,start eating according to the diet,go to the store for the groceries,0,reversed,reversed_edge,three_way_probe
have a nerf gun war,hide behind trees and buildings,scatter in all directions,2,truly_parallel,proscript,three_way_probe
get a dog,ask parents for a dog,look up shelters online,2,truly_parallel,proscript,three_way_probe
know why religion was so controversial,read books on religion,watch movies on religion,2,truly_parallel,proscript,three_way_probe
buy a book,Take the change from the cashier,Take the book from the cashier,2,truly_parallel,proscript,three_way_probe
pry open a frozen car door,Obtain water bottle,Obtain a crowbar,2,truly_parallel,proscript,three_way_probe
go to a party that weekend,go to the mall,look around the stores,1,confirmed,confirmed_edge,three_way_probe
wake up early to go fishing,Sleep soundly through the night,Head to bed,0,reversed,reversed_edge,three_way_probe
try a new diet,Prepare weekly meals that follow diet plan.,Follow new diet through week.,1,confirmed,confirmed_edge,three_way_probe
write a story,Write the first outline of the story.,Edit the story to correct mistakes.,1,confirmed,confirmed_edge,three_way_probe
get a new car,taken an Uber to a car dealership,talk to a salesman about cars,1,confirmed,confirmed_edge,three_way_probe
start an apple orchard,purchase apple seeds,purchase a long hose,2,truly_parallel,proscript,three_way_probe
learn how to practice ballet,Learn ballet moves from the instructor,Work on the ballet moves at home,1,confirmed,confirmed_edge,three_way_probe
build a garden last week,shop for different kinds of plants,drive the supplies back home,1,confirmed,confirmed_edge,three_way_probe
own a boat,Provide payment to the merchant to take ownership,Negotiate to establish a price for the selected boat,0,reversed,reversed_edge,three_way_probe
get more involved,be on the lookout for unexplained shifts in behavior,ask questions about the child's day,2,truly_parallel,proscript,three_way_probe
go home for the holidays,Drive to parents house.,Drive to hometown.,0,reversed,reversed_edge,three_way_probe
learn a new language,wait for the next weekly class,attended each class,2,truly_parallel,proscript,three_way_probe
throw the best Halloween party,place a lighted jack-o-lantern on the porch,purchase an assortment of candies,2,truly_parallel,proscript,three_way_probe
look good for a dance,Put on underwear,Take a shower and wash hair,0,reversed,reversed_edge,three_way_probe
make some cookies,Set cookie tray with parchment paper,Gather cookie ingredients,2,truly_parallel,proscript,three_way_probe
buy a skeleton,select a skeleton,locate the skeletons.,0,reversed,reversed_edge,three_way_probe
learn how to play poker like a professional,read poker books,log onto the internet,2,truly_parallel,proscript,three_way_probe
start an apple orchard,purchase a shovel,purchase apple seeds,2,truly_parallel,proscript,three_way_probe
make a living performing,study performing with mentors,work for free,2,truly_parallel,proscript,three_way_probe
make a fort,drive to the store,brainstorm a fort construction,0,reversed,reversed_edge,three_way_probe
attend gym today,Find one that has compatible hours.,Drive to the gym.,1,confirmed,confirmed_edge,three_way_probe
buy a book,Take the book from the cashier,Take the receipt from the cashier,2,truly_parallel,proscript,three_way_probe
go see a show in town,put clothes on,buy ticket for show,0,reversed,reversed_edge,three_way_probe
know why religion was so controversial,read books on religion,read news articles about religion,2,truly_parallel,proscript,three_way_probe
open a savings account,Grab an ID,Find a bank,0,reversed,reversed_edge,three_way_probe
learn how to eat with chopsticks,Pick up a small object with chopsticks.,Click chopsticks together.,0,reversed,reversed_edge,three_way_probe
start taking a lunch to school,prepare and cook meal at home,Pack lunch once finish cooking,1,confirmed,confirmed_edge,three_way_probe
make pasta with fresh mushrooms,turn on the stove,put two pots on the stove,2,truly_parallel,proscript,three_way_probe
get to the grocery store,drive to the grocery store,get the car keys,0,reversed,reversed_edge,three_way_probe
have a pet cat,Buy cat food,Buy a litter box,2,truly_parallel,proscript,three_way_probe
know why religion was so controversial,ask friends and family for opinions and thoughts,read news articles about religion,2,truly_parallel,proscript,three_way_probe
get gifts for their children,go to the store for gifts,order whatever gifts aren't in the store,1,confirmed,confirmed_edge,three_way_probe
build a giant snowman,Put carrot and rocks in center of the small ball,"Get a scarf, a carrot, and rocks",0,reversed,reversed_edge,three_way_probe
live a healthier lifestyle,purchase a selection of vegetables,throw out all the snack foods,2,truly_parallel,proscript,three_way_probe
impress a group of popular girls at school,Research popular girl interests.,Determine who popular girls are.,2,truly_parallel,proscript,three_way_probe
modify a file with comma separated data,Separate the data with commas.,Save the file.,1,confirmed,confirmed_edge,three_way_probe
pick apples in Vermont,look up flights,book flight to place,1,confirmed,confirmed_edge,three_way_probe
start a Babysitters Club like in the books,get permission from parents to use house,purchase snacks for the kids,1,confirmed,confirmed_edge,three_way_probe
get new socks,open front door,exit home through front door,1,confirmed,confirmed_edge,three_way_probe
run a half-marathon,Research how to train for a marathon,Research good clothes to wear,2,truly_parallel,proscript,three_way_probe
have a house party,Make a list of potential guests,Clean the house,2,truly_parallel,proscript,three_way_probe
go a haunted mansion,Research local haunted mansions.,Choose haunted mansion to visit.,1,confirmed,confirmed_edge,three_way_probe
get a brand new TV,look at reviews for televisions,drive to an electronics store,2,truly_parallel,proscript,three_way_probe
get out of town this past weekend,put gasoline in car,book a hotel,2,truly_parallel,proscript,three_way_probe
sit in the front seat of the car,take a shower,put clothes on,1,confirmed,confirmed_edge,three_way_probe
bake some cookies,bake cookies in oven,serve the cookies,1,confirmed,confirmed_edge,three_way_probe
do over a hundred push ups,Raise back up.,Lower to the floor.,0,reversed,reversed_edge,three_way_probe
learn to paint,Sign up for lessons,Go to art store,2,truly_parallel,proscript,three_way_probe
make some cookies,Bake the cookie dough into cookies,Scoop cookie dough onto cookie tray,0,reversed,reversed_edge,three_way_probe
put away some blocks,Scan area for block pieces,Pick up bin to put blocks in,2,truly_parallel,proscript,three_way_probe
take a trip to the beach,Get into car.,Determine which beach to visit.,0,reversed,reversed_edge,three_way_probe
go on a cruise for vacation,Pack up a suit case for trip,Show up to departure point on time,1,confirmed,confirmed_edge,three_way_probe
learn how to breakdance,Put on comfortable clothes,Look up breakdance tutorials online,2,truly_parallel,proscript,three_way_probe
let the church know about a fundraiser,call the church,get the person in charge on the line,1,confirmed,confirmed_edge,three_way_probe
take horseback riding lessons,Grab the reins,Mount the horse,1,confirmed,confirmed_edge,three_way_probe
buy a new laptop,hand required money to cashier,bring laptop to cashier,0,reversed,reversed_edge,three_way_probe
get a flu shot,Search the Internet for local flu shots.,Power on the computer.,0,reversed,reversed_edge,three_way_probe
wait for a bus,Buy a bus pass,Think of a destination to go to,2,truly_parallel,proscript,three_way_probe
pry open a frozen car door,Obtain a crowbar,Obtain water bottle,2,truly_parallel,proscript,three_way_probe
