goal,a,b,label,edge_type,source
do research about dolphins,use the internet to search,find local marine specialists,2,flexible,incomparable_pair
know why religion was so controversial,watch movies on religion,read books on religion,2,flexible,incomparable_pair
leave the house,Find keys and wallet,Put outside clothing on,2,flexible,incomparable_pair
go to the library downtown,check the bus schedule online,put on shoes and clothing,2,flexible,incomparable_pair
wear a shirt,take off current shirt,pick a shirt,0,reversed,reversed_edge
learn to bowl,Get assigned to a lane,Rent bowling gear,0,reversed,reversed_edge
order Chinese food,Look at menu,Decide what everyone wants,1,confirmed,confirmed_edge
know why religion was so controversial,ask friends and family for opinions and thoughts,watch movies on religion,2,flexible,incomparable_pair
have a taco night,put out ingedients,drive back home,0,reversed,reversed_edge
throw the best Halloween party,purchase an assortment of candies,send out invitations,2,flexible,incomparable_pair
replace a closet door,Gather tools needed,Go back home,0,reversed,reversed_edge
wait for a bus,collect the bus pass,Lookup the bus needed to get there online,2,flexible,incomparable_pair
pry open a frozen car door,Hit ice with crow bar,Pour water on frozen door to loosen,0,reversed,reversed_edge
run a half-marathon,Research how to train for a marathon,Order necessary equipment,1,confirmed,confirmed_edge
learn to play the drums,Go to the music store.,Buy a set of drums.,1,confirmed,confirmed_edge
start teaching piano lessons,become an expert on the piano,read articles on the piano,2,flexible,incomparable_pair
scuba dive in caves,find a body of water,purchase scuba gear,2,flexible,incomparable_pair
give up chocolate for Lent,Talk with the priest.,Pray and abstain from chocolate,1,confirmed,confirmed_edge
go mountain climbing,drive to the mountains,unload the gear,1,confirmed,confirmed_edge
get across town to the store,walk to the car,drive to the store,1,confirmed,confirmed_edge
audition for the school play,Practice reading lines with friends,Show up to auditions,1,confirmed,confirmed_edge
adopt a cat from the animal shelter,pick out a cat,greet and mingle with the cats,0,reversed,reversed_edge
have a nerf gun war,hide behind trees and buildings,pass out the nerf guns and ammo,0,reversed,reversed_edge
take a nap,Shut eyes to rest.,Lay down on couch.,0,reversed,reversed_edge
learn how to breakdance,Find a large space to dance in,Practice the moves,1,confirmed,confirmed_edge
order shoes online,Check out with shipping information.,Add shoes to basket,0,reversed,reversed_edge
escape from prison,Get the plans for the prison,Watch the guards to learn the schedule,2,flexible,incomparable_pair
wear ripped jeans,bring jeans home,purchase new jeans,0,reversed,reversed_edge
find a new book to read,enter the store,drive to the book store,0,reversed,reversed_edge
join the basketball team,Turn up at tryout,Practice skill by performing,0,reversed,reversed_edge
go home for the holidays,Pack items and clothes in car.,Pack clothes and items for trip.,0,reversed,reversed_edge
get into gardening,cover seeds with dirt,plant seeds in lined spaced rows,0,reversed,reversed_edge
get a suit for an upcoming wedding,Pick out a few suites.,Go to the changing area.,1,confirmed,confirmed_edge
go back to school,Get list of books needed,Get list of school supplies needed,2,flexible,incomparable_pair
do research about dolphins,swim with the dolphins,interview specialists about dolphins,0,reversed,reversed_edge
open a checking account,order paper checks,transfer money into checking account,2,flexible,incomparable_pair
do research about dolphins,interview specialists about dolphins,read books on dolphins,2,flexible,incomparable_pair
get a new car,do a few test drives,negotiate a price,1,confirmed,confirmed_edge
learn how to breakdance,Look up breakdance tutorials online,Put on comfortable clothes,2,flexible,incomparable_pair
cook something good,Head back home,Start following the recipe,1,confirmed,confirmed_edge
find a part time job,Search for job forums,Upload a resume,1,confirmed,confirmed_edge
make some brownies,Use a beater to mix together the ingredients,Put all of the ingredients into the bowl,0,reversed,reversed_edge
see who can cook better wings,Go to the market,Setting a friendly bet with wife,0,reversed,reversed_edge
join a dance class,turn on computer,sit down at computer,0,reversed,reversed_edge
build a snowman,put on hat,put on gloves,2,flexible,incomparable_pair
buy some ice cream,look up options in menu,wait in the line,2,flexible,incomparable_pair
leave the house,Decide where to go,Put outside clothing on,1,confirmed,confirmed_edge
build a snowman,start rolling snow into large balls,walk outside into the yard,0,reversed,reversed_edge
build a giant snowman,Start rolling snow into balls,"Get a scarf, a carrot, and rocks",2,flexible,incomparable_pair
exchange a shirt for a better size,head back to the service desk,explain intention to exchange,1,confirmed,confirmed_edge
learn how to line dance,Watch other dancers,Practice the steps,1,confirmed,confirmed_edge
get some lunch,Open the fridge,Walk to the kitchen,0,reversed,reversed_edge
gather persimmons where the trees grow wild in the woods,Drive to location of wild trees.,Decide on a location to visit.,0,reversed,reversed_edge
try every flavor of ice cream at the shop,Enter ice cream shop,Speak to attendant,1,confirmed,confirmed_edge
know why religion was so controversial,ask friends and family for opinions and thoughts,read books on religion,2,flexible,incomparable_pair
have a family dinner,Invite family to dinner,Prepare meal using groceries,2,flexible,incomparable_pair
have a hobby,decide on a hobby,read about the hobby,1,confirmed,confirmed_edge
do research about dolphins,use the internet to search,read books on dolphins,2,flexible,incomparable_pair
learn to whistle,Apply chapstick to dry lips,Watch videos online about whistling,0,reversed,reversed_edge
buy some headphones,enter in credit card details,add the headphones to cart,0,reversed,reversed_edge
gather persimmons where the trees grow wild in the woods,Decide on a location to visit.,Search local locations to visit.,0,reversed,reversed_edge
prepare for the storm that was coming,secure house for storm,go back home,0,reversed,reversed_edge
lose 20 pounds before summer,Check the scale,Practice healthy eating,0,reversed,reversed_edge
see the school counselor,Click on the faculty tab.,Select the school counselors profile.,1,confirmed,confirmed_edge
see a new movie,drive to the theater,order tickets online,0,reversed,reversed_edge
start a company,Decide the company's field,Obtain startup funding,1,confirmed,confirmed_edge
build a garden last week,shop for different kinds of plants,drive the supplies back home,1,confirmed,confirmed_edge
buy a puppy,look at the dogs at the pet store,play with the dogs,1,confirmed,confirmed_edge
attend gym today,Drive to the gym.,Walk up to the desk and get a membership.,1,confirmed,confirmed_edge
learn how to play every instrument,Search the Internet music lessons.,Watch the lessons for every instrument.,1,confirmed,confirmed_edge
watch a real car race,find races in the area,get tickets to the race,1,confirmed,confirmed_edge
buy a bike for a long time,Unpack the bike,Test the bike out to make sure it's good,1,confirmed,confirmed_edge
purchase a new car,test drive cars,go to car dealer,0,reversed,reversed_edge
open a checking account,transfer money into checking account,order paper checks,2,flexible,incomparable_pair
go back in time,test the prototype,create a time machine prototype,0,reversed,reversed_edge
build a snowman,put on boots,put on gloves,2,flexible,incomparable_pair
make chicken curry,go to the produce department,pay for all the food,1,confirmed,confirmed_edge
find cheaper tickets to the concert,buy the new tickets,return the old tickets,0,reversed,reversed_edge
borrow a pencil from the teacher,Ask the teacher for a pencil,Wait for the teacher to bring a pencil,1,confirmed,confirmed_edge
build a snowman,put on coat,decide to build a snowman,0,reversed,reversed_edge
start an apple orchard,purchase a long hose,purchase a shovel,2,flexible,incomparable_pair
see the natural beauty of Maine,take time off from work,get car inspected,2,flexible,incomparable_pair
learn how to play the guitar,keep practicing cords,strum the strings,0,reversed,reversed_edge
rent a cabin,research places to rent a cabin,go to the internet,0,reversed,reversed_edge
catch some fish for food storage for winter,Drive to the nearby streams.,Unpack the equipment,1,confirmed,confirmed_edge
try online dating,ask match on a date,respond to messages from matches,0,reversed,reversed_edge
compete in a race,Sign up for the race.,Make sure the race still has open spots.,0,reversed,reversed_edge
get new socks,find accessories section,walk to the shoe store,0,reversed,reversed_edge
learn figure drawing,Find a pencil,Obtain blank paper,2,flexible,incomparable_pair
read a book for class,Receive the book in the mail,Read the book,1,confirmed,confirmed_edge
cook Thanksgiving dinner,put the turkey in a pan,open the oven door,1,confirmed,confirmed_edge
get more involved,plan activities together,make time to eat together,2,flexible,incomparable_pair
get away for a weekend,Drive to destination city.,Load suitcase in car.,0,reversed,reversed_edge
take up golfing,Browse the equipment.,Search online for local golf courses.,2,flexible,incomparable_pair
get in better shape,tape the paper with the regime to the fridge,write down an exercise regime,0,reversed,reversed_edge
have any pets,Pay the employee,Pick out a pet,0,reversed,reversed_edge
drink only fresh milk,walk toward kitchen cabinet,open cabinet and grab glass,1,confirmed,confirmed_edge
buy an XBox 1,look for the best price,add the console to the cart,1,confirmed,confirmed_edge
learn how to do a cartwheel,put on gym clothes,watch instructional videos of how to do a cartwheel,2,flexible,incomparable_pair
learn more about human anatomy,take the book to a table,sit down in a chair at the table,1,confirmed,confirmed_edge
ride an elephant,Go online via a computer or phone,Search for locations where elephants can be ridden,1,confirmed,confirmed_edge
sleep on the back porch,say goodnight to everyone,find pillows and blankets,2,flexible,incomparable_pair
buy a cheap pair of shoes,get in the car,drive to a cheap shoe store,1,confirmed,confirmed_edge
go on the school field trip,Fill extra water bottle,Put in back pack,1,confirmed,confirmed_edge
learn how to bake a loaf of bread,Buy ingredients for chosen recipe.,Find a recipe in the book.,0,reversed,reversed_edge
make a smoothie,Buy the ingredients,Pick out smoothie ingredients,0,reversed,reversed_edge
throw the best Halloween party,print out invitations on festive paper,hang up the scary decorations,2,flexible,incomparable_pair
compete in a race,Train for the race.,Sign the waiver and pay the fee.,0,reversed,reversed_edge
start a business,come up with business idea,research how to run the business,0,reversed,reversed_edge
lose 20 pounds before summer,See a doctor,Get a good diet plan,1,confirmed,confirmed_edge
start a book club,Tell the friends to join book club.,Pick out a book to read each week.,1,confirmed,confirmed_edge
go to clown school,Drive to clown school.,Enroll into clown school.,0,reversed,reversed_edge
learn how to make a katana,Receive materials in the mail,Purchase the materials,0,reversed,reversed_edge
get to the grocery store,drive to the grocery store,gather the grocery bags,1,confirmed,confirmed_edge
have a family dinner,Purchase groceries for dinner,Invite family inside,2,flexible,incomparable_pair
find a job,Set up an interview with interested parties.,Drive to the interview.,1,confirmed,confirmed_edge
go to Hawaii,Pick up the ticket at the airport,Go through security and find the correct gate,1,confirmed,confirmed_edge
learn to paint,Go to art store,Purchase art supplies,1,confirmed,confirmed_edge
help raise money for public television,Research how to get involved in a fundraising event,Sign up for an event,1,confirmed,confirmed_edge
build a swing set in their backyard,round up tools to use,put box with parts in yard,2,flexible,incomparable_pair
form a gang,find a bunch of friends with the same creed,find a people from same side of the tracks,2,flexible,incomparable_pair
go to the library downtown,check the library's hours online,put on shoes and clothing,2,flexible,incomparable_pair
make some cookies,Scoop cookie dough onto cookie tray,Preheat the oven,2,flexible,incomparable_pair
go on vacation after studying hard in college,buy plane tickets,book a hotel,2,flexible,incomparable_pair
pry open a frozen car door,Pour water on frozen door to loosen,Hit ice with crow bar,1,confirmed,confirmed_edge
compete in a Tough Mudder race,Make sure spots are still open.,Search the Internet for a Touchmudder race.,0,reversed,reversed_edge
take the SATs in order to get into college,pick up a number two pencil,sit down at a desk,0,reversed,reversed_edge
do well on the upcoming test,Learn what topic the text is on,Do research on the topic,1,confirmed,confirmed_edge
have a nerf gun war,hide behind trees and buildings,shoot at anyone passing by,1,confirmed,confirmed_edge
rent a movie for the evening,select the movie from the box,drive to a red box,0,reversed,reversed_edge
start a company,Obtain startup funding,Decide the company's field,0,reversed,reversed_edge
buy a new bike,walk into the bike shop.,look for a bike that meets needs.,1,confirmed,confirmed_edge
find a wife,visit social media sites like Facebook and Instagram,visit sites offering foreign brides,2,flexible,incomparable_pair
eat some french fries,cook the french fries,pre-heat the oven,0,reversed,reversed_edge
join the tennis team,Buy tennis gear from a sporting goods store.,Find a good tennis court nearby,2,flexible,incomparable_pair
make sure the party was a huge success,Set up the food,Invite guests in,1,confirmed,confirmed_edge
learn to paint,Go to art store,Show up for lessons,2,flexible,incomparable_pair
go pick up groceries for dinner,pick out the items,get in line and pay for items,1,confirmed,confirmed_edge
play pro basketball,Train up endurance,Work on basketball shots,2,flexible,incomparable_pair
learn how to play the violin,go to the violin lesson,Contact a violin teacher and schedule a lesson,0,reversed,reversed_edge
go on a cruise,pack bags and luggage needed,wait for the departure date,2,flexible,incomparable_pair
know why religion was so controversial,watch movies on religion,ask friends and family for opinions and thoughts,2,flexible,incomparable_pair
drink only fresh milk,place glass and milk carton on counter,open cabinet and grab glass,0,reversed,reversed_edge
live a healthier lifestyle,purchase lean white meats,purchase a selection of vegetables,2,flexible,incomparable_pair
compete on a TV game show,get tickets to tv show.,fly out to the tv shows set.,1,confirmed,confirmed_edge
learn how to play the guitar,Get guitar out,watch video lessons,2,flexible,incomparable_pair
start a company,Decide on a company name,Pinpoint something the person is good at or knowledgeable about,0,reversed,reversed_edge
write a comic strip about youthful imagination,write dialogue for the comic strip,color the comic strip,2,flexible,incomparable_pair
lose a few pounds over the summer,weigh yourself with scale,set new weight goal,1,confirmed,confirmed_edge
do over a hundred push ups,Get down on the floor.,Raise on hands and knees.,1,confirmed,confirmed_edge
make Kool Aid to cool down,fill the pitcher with water,empty the packet of kool-aid into the pitcher,2,flexible,incomparable_pair
have a family dinner,Invite family to dinner,Drive to grocery store,2,flexible,incomparable_pair
get unique shoes that would standout at school,sit down at computer,turn on computer,1,confirmed,confirmed_edge
throw the best Halloween party,purchase an assortment of candies,purchase assorted scary decorations,2,flexible,incomparable_pair
take up golfing,Buy some equipment.,Browse the equipment.,0,reversed,reversed_edge
live closer to nature,Close escrow on new home,Move belongings to new rural house,1,confirmed,confirmed_edge
play varsity football,Start practicing with friends,Find the coach of the team,1,confirmed,confirmed_edge
get their computers ready,Open each computer,Plug each computer in,2,flexible,incomparable_pair
go on a scavenger hunt,Participate in the event.,Drive to the location.,0,reversed,reversed_edge
rent a movie for the evening,drive to a red box,decide on a movie to watch,0,reversed,reversed_edge
catch some fish for food storage for winter,Buy fishing equipment.,Get a fishing license.,0,reversed,reversed_edge
learn to play the guitar,Sign up for guitar lessons,Drive to the lessons,1,confirmed,confirmed_edge
live a healthier lifestyle,throw out all the candy in the house,purchase lean white meats,2,flexible,incomparable_pair
write a comic strip about youthful imagination,color the comic strip,write dialogue for the comic strip,2,flexible,incomparable_pair
escape from prison,Get the plans for the prison,Dig a tunnel towards nearest place in the fence,1,confirmed,confirmed_edge
go to Walmart,put socks and shoes on,get dressed in weather appropriate clothing,0,reversed,reversed_edge
bake some cookies,mix to make dough,scoop dough onto pan,1,confirmed,confirmed_edge
learn how to line dance,Watch other dancers,Go to the dance class,2,flexible,incomparable_pair
learn to bake a cake,Read reviews and comments.,Choose a popular video.,0,reversed,reversed_edge
plant seeds after the winter,go into the shed,take seeds home,0,reversed,reversed_edge
see a movie,get to the movie theater,hurry up to where the movie is playing,0,reversed,reversed_edge
look good for a dance,Dry and style hair,Put on underwear,2,flexible,incomparable_pair
have a family dinner,Prepare meal using groceries,Call family members,2,flexible,incomparable_pair
make homemade potato chips,thinly slice potatoes,scrub and peel potatoes,0,reversed,reversed_edge
do research about dolphins,find local marine specialists,use the internet to search,2,flexible,incomparable_pair
learn how to do a cartwheel,practice turning body over and landing on feet,practice putting hands on the ground and shifting weight,0,reversed,reversed_edge
go fishing anymore,Verify that fishing is allowed,Buy fishing equipment,2,flexible,incomparable_pair
get away for a weekend,Drive to destination city.,Check in local hotel.,1,confirmed,confirmed_edge
do research about dolphins,click on links to articles about dolphins,find local marine specialists,2,flexible,incomparable_pair
buy a video game,decide on a video game,watch trailers for the video games,0,reversed,reversed_edge
get a brand new TV,look at reviews for televisions,find a salesperson to ask about the TVs,2,flexible,incomparable_pair
learn how to sew,got to fabric store,make a list of equipment needed,0,reversed,reversed_edge
try wearing ripped jeans,Ask where ripped jeans are,Head to store,0,reversed,reversed_edge
live debt free,Sell things that are unneeded or not useful,Cut back spending on unnecessary items,2,flexible,incomparable_pair
live a healthier lifestyle,throw out all the candy in the house,throw out all the snack foods,2,flexible,incomparable_pair
speak a lot of languages,Read through each one,Open and unpack books,0,reversed,reversed_edge
buy a denim jacket,get in car,decide to buy a denim jacket,0,reversed,reversed_edge
camp on the island,Unpack the supplies,Build a tent,1,confirmed,confirmed_edge
go for a trip on an Amtrak train,Print out tickets,Walk to train station,1,confirmed,confirmed_edge
learn a new language,wait for the next weekly class,attended each class,2,flexible,incomparable_pair
try investing money,click on the link to the website,create a new account,1,confirmed,confirmed_edge
look good for a dance,Dry and style hair,Take a shower and wash hair,0,reversed,reversed_edge
go back to college,Apply for loans.,Mail in the application.,0,reversed,reversed_edge
throw the best Halloween party,purchase an assortment of candies,hang up the scary decorations,2,flexible,incomparable_pair
throw a party,find event space,invite guests to party,1,confirmed,confirmed_edge
know why religion was so controversial,talk to local authorities on the matter,ask friends and family for opinions and thoughts,2,flexible,incomparable_pair
start a Babysitters Club like in the books,call friends together with invitations,put up flyers around town,2,flexible,incomparable_pair
get to the grocery store,get a grocery cart,gather the grocery bags,2,flexible,incomparable_pair
make an apple pie,make the pie crust,fill the pie crust,1,confirmed,confirmed_edge
build a giant snowman,"Get a scarf, a carrot, and rocks",Go outside in an open area,2,flexible,incomparable_pair
put away some blocks,Push blocks into a pile,Pick up bin to put blocks in,2,flexible,incomparable_pair
get well fast,pick up medicine,go to the store,0,reversed,reversed_edge
bake some chocolate chip cookies,get out the ingredients,mix the dry ingredients,1,confirmed,confirmed_edge
see a movie,buy movie tickets online,hurry up to where the movie is playing,1,confirmed,confirmed_edge
learn to dance in time for prom,Start learning basic moves,Go to a few more classes and learn more,1,confirmed,confirmed_edge
make pasta with fresh mushrooms,take out a cutting board and knife,drive back home with ingredients,0,reversed,reversed_edge
see what life was like up north,Pack up belongings into moving van,Drive up north,1,confirmed,confirmed_edge
have a house party,Clean the house,Invite people to the party,2,flexible,incomparable_pair
get across town to the store,put on right sock,put on left sock,2,flexible,incomparable_pair
make some cookies,Bake the cookie dough into cookies,Preheat the oven,0,reversed,reversed_edge
start teaching piano lessons,practice piano frequently,read articles on the piano,2,flexible,incomparable_pair
learn to play the drums,Search the internet for lessons.,Watch lessons online.,1,confirmed,confirmed_edge
help raise money for public television,Turn all donations over to the station,"Spend the day engaging in fundraising techniques, like phone banking",0,reversed,reversed_edge
build a giant snowman,"Get a scarf, a carrot, and rocks",Start rolling snow into balls,2,flexible,incomparable_pair
start making big money,Receive an interview,Apply for a job,0,reversed,reversed_edge
make a sandwich,Drive to the grocery store,Purchase the groceries,1,confirmed,confirmed_edge
do research about dolphins,find local marine specialists,go to the local library,2,flexible,incomparable_pair
go to clown school,Drive to clown school.,Attend clown school classes.,1,confirmed,confirmed_edge
make a living performing,make a name performing,work for free,0,reversed,reversed_edge
attract more customers,Record advertising campaign.,Put together ads for customer attraction.,0,reversed,reversed_edge
throw the best Halloween party,print out invitations on festive paper,place bowls of candy out around the house,2,flexible,incomparable_pair
go on a vacation in another country,Pack for the trip,Update passport and vaccines,0,reversed,reversed_edge
have a family dinner,Call family members,Drive home from store,2,flexible,incomparable_pair
get their computers ready,Plug each computer in,Open each computer,2,flexible,incomparable_pair
go to a new club everyone was talking about,Get information on the club from friend,Google information online,1,confirmed,confirmed_edge
do a load of laundry,put laundry soap on top of clothes,set the settings on the washing machine,1,confirmed,confirmed_edge
get more involved,make time to eat together,be ready to listen all the time,2,flexible,incomparable_pair
live a healthier lifestyle,purchase lean white meats,purchase a selection of fruits,2,flexible,incomparable_pair
play the piano,warm up on the piano,play the music on the piano,1,confirmed,confirmed_edge
get a cheeseburger,put on clothes,decide what kind of cheeseburger to buy,2,flexible,incomparable_pair
go see the new movie that just came out,book tickets online,look up movie times,0,reversed,reversed_edge
go to the store,make a list of things to buy,put on shoes,2,flexible,incomparable_pair
bake some chocolate cookies,open recipe book to cookie recipe,gather all ingredients together,1,confirmed,confirmed_edge
go to the theme park,drive to the theme park,find a parking spot,1,confirmed,confirmed_edge
do research about dolphins,click on links to articles about dolphins,go to the local library,2,flexible,incomparable_pair
own a small business,make a business plan,find a location that is good,1,confirmed,confirmed_edge
learn to cook,Receive book in the mail,Purchase the book,0,reversed,reversed_edge
do research about dolphins,use the internet to search,interview specialists about dolphins,2,flexible,incomparable_pair
look more adult,put back unwanted clothes,purchase the clothing,1,confirmed,confirmed_edge
start an apple orchard,purchase a shovel,purchase a long hose,2,flexible,incomparable_pair
sing songs for a living,record an album,start a band,0,reversed,reversed_edge
do something to help the environment,get some garbage bags,walk to the car,1,confirmed,confirmed_edge
learn to make pot pies,turn on the oven,gather materials together,2,flexible,incomparable_pair
live a healthier lifestyle,purchase a selection of fruits,throw out all the snack foods,2,flexible,incomparable_pair
wake up for school,doze in and out,burrow under warm blankets,2,flexible,incomparable_pair
take anger out on a date,Ask the person out on a date.,Find someone single.,0,reversed,reversed_edge
learn how to eat with chopsticks,Pick up chopsticks.,Position chopsticks between thumb and index finger.,1,confirmed,confirmed_edge
wait for a bus,collect the bus pass,map out where the bus stop is,2,flexible,incomparable_pair
earn some cash over the summer,disperse the flyers around the neighborhood,print the flyers,0,reversed,reversed_edge
go on a cruise,wait for the departure date,get a lift to the departure point,1,confirmed,confirmed_edge
get gifts for their children,make a list of gifts for each child,research best gifts for kids,0,reversed,reversed_edge
throw the best Halloween party,place bowls of candy out around the house,send out invitations,2,flexible,incomparable_pair
have a sleepover,make a list of friends to invite to sleepover,pick up cellphone,1,confirmed,confirmed_edge
go back to school,Get list of school supplies needed,Get list of books needed,2,flexible,incomparable_pair
buy a book,Wait for the cashier to ring up the book,Hand the book to a cashier,0,reversed,reversed_edge
do well on the upcoming test,Go to the location of the test,Sit down to take the test,1,confirmed,confirmed_edge
go to the park,Lock the door.,Grab car keys.,0,reversed,reversed_edge
go to Walmart,open the front door,walk through the doorway and outside,1,confirmed,confirmed_edge
learn how to make candy,release candy from molds and eat,set candy in molds to firm,0,reversed,reversed_edge
hear some blues music,get dressed for the concert,find out when the blues venue has shows online,0,reversed,reversed_edge
buy a bike for a long time,Research bikes online,Decide on a bike to purchase,1,confirmed,confirmed_edge
bake some chocolate cookies,find a large mixing spoon,put all ingredients into bowl and mix,1,confirmed,confirmed_edge
learn how to play card games,Purchase a book regarding a specific card game,Look up card games online,0,reversed,reversed_edge
learn to make pot pies,make the potpies,turn on the oven,2,flexible,incomparable_pair
get in better shape,make a list of healthy foods,tape the paper with the regime to the fridge,2,flexible,incomparable_pair
see a new movie,go to the correct theater room,drive to the theater,0,reversed,reversed_edge
get into gardening,Drive to local garden center,Buy local seeds at store,1,confirmed,confirmed_edge
get in better shape,write down an exercise regime,buy the healthy foods each week,2,flexible,incomparable_pair
ride an elephant,Show up to reservation,Make a reservation online,0,reversed,reversed_edge
bake some chocolate chip cookies,mix the dry ingredients,mix the wet ingredients,2,flexible,incomparable_pair
go for a boat ride,drive to the lake,steer the trailer to the water,1,confirmed,confirmed_edge
learn to ride a horse,sign up for lessons,go to first lesson,1,confirmed,confirmed_edge
get a suit for an upcoming wedding,Try on a few suites.,Go to the changing area.,0,reversed,reversed_edge
see Metallica live in concert,drive to venue,wait for show to start,1,confirmed,confirmed_edge
check out the ice cream shop nearby,turn car on.,drive to nearest ice cream shop.,1,confirmed,confirmed_edge
put away some blocks,Place bin near blocks,Pick up bin to put blocks in,0,reversed,reversed_edge
make extra money before college started,Choose a job from offers received,Work at the job to get money,1,confirmed,confirmed_edge
build a giant snowman,get dressed in warm clothes,"Get a scarf, a carrot, and rocks",2,flexible,incomparable_pair
have a nerf gun war,shoot at anyone passing by,hide behind trees and buildings,0,reversed,reversed_edge
learn how to dunk,Wait for the equipment to arrive,Open equipment and start practicing,1,confirmed,confirmed_edge
have fresh herbs to enjoy year-round,Buy pots for plants,Purchase Soil for the pot,2,flexible,incomparable_pair
make a living performing,study performing with mentors,work for free,2,flexible,incomparable_pair
take up golfing,Browse the equipment.,See what the operational hours are.,2,flexible,incomparable_pair
get a college education,walk the stage for a diploma,submit an application for graduation,0,reversed,reversed_edge
buy an XBox 1,read the reviews,research the different consoles,2,flexible,incomparable_pair
make some cookies,Preheat the oven,Set cookie tray with parchment paper,2,flexible,incomparable_pair
do something exciting,book the experience online,go online to book trip,0,reversed,reversed_edge
go on vacation after studying hard in college,look at hotel prices,buy plane tickets,2,flexible,incomparable_pair
make dinner for some guests,Unload and unpack the groceries.,Drive home from the store.,0,reversed,reversed_edge
live a healthier lifestyle,purchase lean white meats,start prepare healthy dishes for each meal,1,confirmed,confirmed_edge
get in better shape,buy the healthy foods each week,do exercises off the list each day,2,flexible,incomparable_pair
know why religion was so controversial,use the internet to research,talk to local authorities on the matter,2,flexible,incomparable_pair
play with dolls,purchase the dolls,select fun dolls to play with,0,reversed,reversed_edge
get across town to the store,put on right shoe,put on left sock,2,flexible,incomparable_pair
make some chicken tenders for supper,lay down tinfoil,arrange chicken nuggets,1,confirmed,confirmed_edge
have some fun,take a shower,get dressed to go out,1,confirmed,confirmed_edge
adopt a cat from the animal shelter,drive to the animal shelter,ask to look at the adoptable cats,1,confirmed,confirmed_edge
start a comic book,Storyboard the story,Draw the final artwork and letter in the dialog,1,confirmed,confirmed_edge
have a taco night,pay at the cashier,drive back home,1,confirmed,confirmed_edge
see a football game,Choose a seat in the stands,Show the ticket at the front gate,0,reversed,reversed_edge
buy some headphones,add the headphones to cart,watch a video review,0,reversed,reversed_edge
get more involved,join a group of other parents,talk to the child's teachers,2,flexible,incomparable_pair
make some chicken tenders for supper,pre-heat the oven,take chicken nuggets from freezer,2,flexible,incomparable_pair
have a family dinner,Invite family inside,Purchase groceries for dinner,2,flexible,incomparable_pair
scuba dive in caves,dive into the water,put scuba gear on,0,reversed,reversed_edge
buy a guitar,Choose which one is best,Try out guitars,0,reversed,reversed_edge
give back to the world,volunteer to get donations for social causes,volunteer for eco friendly organizations,2,flexible,incomparable_pair
go on a cruise,wait for the departure date,pack bags and luggage needed,2,flexible,incomparable_pair
earn some cash over the summer,print the flyers,type up flyers offering to do handy work,0,reversed,reversed_edge
start an apple orchard,purchase a shovel,purchase apple seeds,2,flexible,incomparable_pair
make a living performing,do research on different performances,decide on a performance,1,confirmed,confirmed_edge
start a comic book,Decide on a setting,Think of an idea for a story,2,flexible,incomparable_pair
live a healthier lifestyle,purchase a selection of fruits,purchase lean white meats,2,flexible,incomparable_pair
go to college,Decide which college to attend.,Fill out and submit college applications.,0,reversed,reversed_edge
get more involved,join a group of other parents,make time to eat together,2,flexible,incomparable_pair
have a house party,greet guests on arrival,Shop for  refreshments,0,reversed,reversed_edge
have a house party,Clean the house,Shop for  refreshments,2,flexible,incomparable_pair
learn to paint,Go to art store,Sign up for lessons,2,flexible,incomparable_pair
look good for a dance,Put on makeup,Dry and style hair,2,flexible,incomparable_pair
get gifts for their children,go to the store for gifts,make a list of gifts for each child,0,reversed,reversed_edge
give back to the world,volunteer for eco friendly organizations,regularly donate to charities,2,flexible,incomparable_pair
go for a trip on an Amtrak train,Walk to train station,Board the train,1,confirmed,confirmed_edge
buy a new pair of earrings,drive to a jewelry store,walk into the jewelry store,1,confirmed,confirmed_edge
try the new frozen yogurt place,make an order,read the menu,0,reversed,reversed_edge
impress a group of popular girls at school,Research popular girl interests.,Find out where the popular girls hang out.,2,flexible,incomparable_pair
make some cookies,Gather cookie ingredients,Preheat the oven,2,flexible,incomparable_pair
learn how to play poker like a professional,log onto the internet,read poker books,2,flexible,incomparable_pair
make a robot,Receive equipment through the mail,Set everything up in the work shop,1,confirmed,confirmed_edge
go to Greece,Pack up suitcases,Drive to the airport,1,confirmed,confirmed_edge
learn how to play the guitar,strum the strings,Press down strings,0,reversed,reversed_edge
get in better shape,write down an exercise regime,make a list of healthy foods,2,flexible,incomparable_pair
mow the lawn today,make sure mower has enough gas,start the mower,1,confirmed,confirmed_edge
find a wife,pay for woman to fly out to location,send a proposition to a woman,0,reversed,reversed_edge
eat a quick dinner,apply the peanut butter to the bread,take a knife out,0,reversed,reversed_edge
throw the best Halloween party,place a lighted jack-o-lantern on the porch,send out invitations,2,flexible,incomparable_pair
exchange a shirt for a better size,find the customer service desk,try on alternative sizes,0,reversed,reversed_edge
start making big money,Receive an interview,Get hired in the company,1,confirmed,confirmed_edge
build a house,insert plumbing and electricity wiring,Put up dry wall,1,confirmed,confirmed_edge
know why religion was so controversial,read books on religion,ask friends and family for opinions and thoughts,2,flexible,incomparable_pair
try online dating,make a dating profile,decide which dating app to use,0,reversed,reversed_edge
learn more about human anatomy,pick a book to read,look up books on human anatomy,0,reversed,reversed_edge
make dinner for some guests,Drive to the grocery store.,Write a grocery list.,0,reversed,reversed_edge
